species,LONGITUDE,LATITUDE
species,76.6663425,11.0657825
species,76.66635,10.289999
species,76.6664755,11.1050892
species,76.6664831,11.6353911
species,76.666541,11.215767
species,76.6665624,10.5051033
species,76.6666615,10.8798417
species,76.6667068,10.3196059
species,76.6667967,10.3809504
species,76.6667992,10.9620583
species,76.6668677,10.4578918
species,76.6669189,10.1492262
species,76.6669208,10.9655183
species,76.667,10.1596
species,76.667,10.354
species,76.667,10.375
species,76.6670085,10.5370819
species,76.6670192,11.1748501
species,76.6670904,11.2779254
species,76.6671821,11.2864985
species,76.6671867,10.84878
species,76.6672092,11.0200301
species,76.667256,11.460755
species,76.6672686,10.5255293
species,76.6674105,10.5306417
species,76.6675135,10.8824375
species,76.6675536,10.8564957
species,76.6675617,10.8779046
species,76.66758,10.96014
species,76.6676228,11.3998063
species,76.6678146,11.4435494
species,76.6679406,10.3155526
species,76.668109,11.4019466
species,76.6682316,11.1031402
species,76.6683349,10.5354816
species,76.6683642,11.1564217
species,76.6683803,11.3920958
species,76.668449,11.21469
species,76.6684692,11.1420108
species,76.6685332,10.8247928
species,76.6685394,10.4775176
species,76.668555,11.6365575
species,76.6685629,10.2874205
species,76.6686791,10.4752109
species,76.6689233,10.54002
species,76.6689564,11.5892362
species,76.6690568,10.2851573
species,76.6690896,11.1308437
species,76.669113,11.427754
species,76.6691215,10.5246391
species,76.6694067,10.3783244
species,76.6694209,10.46436
species,76.6696817,11.4332417
species,76.6697017,11.17244
species,76.6697216,10.1105
species,76.669758,9.823191
species,76.6697694,10.5319209
species,76.6697781,11.1122026
species,76.6698117,11.4459567
species,76.6699683,11.6387075
species,76.6700443,10.3749955
species,76.6700507,10.8200892
species,76.670103,10.11721
species,76.6701293,11.0764992
species,76.6701323,10.8457612
species,76.6701345,10.5188662
species,76.6701815,11.3897359
species,76.6701883,10.8489329
species,76.6701925,11.1382658
species,76.6701981,11.400296
species,76.6702044,10.4808491
species,76.6702608,11.1014183
species,76.6703144,10.8257451
species,76.6703597,10.4722815
species,76.6704572,11.4368592
species,76.6705,10.2948
species,76.67058,11.0371217
species,76.6705987,11.4391152
species,76.6706872,10.4670496
species,76.6707087,10.3057148
species,76.6707874,11.2154961
species,76.6709669,11.3984835
species,76.6710057,10.1272703
species,76.6710453,11.1361081
species,76.6710742,11.1400258
species,76.6710923,10.8708254
species,76.6711008,11.5906092
species,76.6711164,10.5211468
species,76.6711808,11.1320583
species,76.6712226,10.5143334
species,76.6712233,9.8283917
species,76.6713668,10.5119
species,76.6715026,11.0739301
species,76.67151,11.0405004
species,76.6715187,10.5161877
species,76.671551,10.8686135
species,76.6715616,10.5326853
species,76.6715831,11.1127272
species,76.6716696,10.2784854
species,76.6716733,10.4891166
species,76.6716766,11.4650681
species,76.6716843,10.1158517
species,76.671833,9.826221
species,76.6718951,10.5241613
species,76.6719637,10.4871862
species,76.672151,10.470008
species,76.672157,10.4516458
species,76.6721624,11.3861488
species,76.67218,11.54704
species,76.6721919,10.2898886
species,76.672235,11.1338283
species,76.6722967,11.042375
species,76.6723089,10.4918033
species,76.6723116,10.8455445
species,76.6724062,10.4960803
species,76.6724853,10.4850928
species,76.6725051,10.3785944
species,76.6725111,10.4638423
species,76.6725715,11.39051
species,76.6725969,11.5557903
species,76.672655,10.823589
species,76.6726966,10.1136033
species,76.6727238,10.493764
species,76.672775,11.215295
species,76.6730579,11.4453507
species,76.6730983,11.0454417
species,76.6731458,10.0787643
species,76.6731893,10.5416542
species,76.6732256,11.6002367
species,76.6732407,10.1257093
species,76.6732542,11.2671541
species,76.673267,10.273661
species,76.673281,11.060203
species,76.6733886,11.4141611
species,76.6734023,10.5398205
species,76.6734552,10.5060832
species,76.6735096,10.1079199
species,76.6735625,10.5283197
species,76.6736081,11.3930453
species,76.6736829,10.4986844
species,76.6737304,10.5375653
species,76.6737783,11.0434867
species,76.6740034,11.2504784
species,76.6740094,11.3862474
species,76.6742188,11.3885536
species,76.674643,11.553538
species,76.6746829,10.1149496
species,76.6746851,10.1776657
species,76.674708,11.260908
species,76.67471,10.11694
species,76.674761,11.214839
species,76.6747678,11.2483728
species,76.6747833,11.0990225
species,76.6748313,10.4801967
species,76.6749475,11.0367775
species,76.674968,10.8379004
species,76.6750137,11.0469634
species,76.6750617,11.4000267
species,76.6750696,10.1213664
species,76.6750699,10.5119168
species,76.67509,10.5272217
species,76.6751211,11.1412265
species,76.6751373,10.8405522
species,76.6751719,10.0869665
species,76.6751936,10.5427209
species,76.6752939,10.5030426
species,76.6753557,10.1272608
species,76.6753895,9.7907109
species,76.6754678,9.8291787
species,76.6755414,10.4710329
species,76.6755716,11.3950291
species,76.6758292,11.5488693
species,76.675872,11.064675
species,76.6759443,10.4673028
species,76.6759726,11.4032134
species,76.676073,10.179533
species,76.67616,10.14065
species,76.6763477,11.4511878
species,76.6763765,11.0981364
species,76.6764147,10.4986837
species,76.6765237,10.5006399
species,76.676557,10.226915
species,76.6766994,11.4641858
species,76.6767282,11.393261
species,76.6767842,10.1147363
species,76.676847,10.508658
species,76.6768473,11.4013436
species,76.6768517,11.0363775
species,76.67686,10.8319996
species,76.6770876,10.1192492
species,76.677106,11.214782
species,76.677119,10.528777
species,76.6771421,10.5358833
species,76.6776871,10.8381124
species,76.6777618,10.1212381
species,76.6777992,10.4483445
species,76.6778383,11.046805
species,76.6778421,10.4747207
species,76.6779345,11.4771017
species,76.6780106,11.3948687
species,76.6781305,11.3967026
species,76.6781592,10.4696614
species,76.6783466,10.1248835
species,76.6784091,11.5464758
species,76.678451,10.179757
species,76.678761,10.530844
species,76.678777,10.830387
species,76.678795,10.8361508
species,76.67882,11.3920305
species,76.678829,10.832938
species,76.6788552,10.8252587
species,76.6789028,11.3896292
species,76.678983,11.214116
species,76.6789954,11.4043935
species,76.6790027,11.5521285
species,76.679043,10.535299
species,76.6790771,11.4171848
species,76.6793185,10.1184744
species,76.67935,10.13292
species,76.6794151,11.4717183
species,76.6796994,11.4789943
species,76.6797386,11.3980142
species,76.6797655,11.4541594
species,76.6800027,11.4636094
species,76.680018,10.121968
species,76.680124,11.142608
species,76.680142,10.406314
species,76.6802288,11.6010153
species,76.6802969,11.3937598
species,76.68039,10.8270662
species,76.6805117,11.0963467
species,76.6805422,11.2984734
species,76.6805933,11.0476217
species,76.68061,10.11717
species,76.6807069,11.0364417
species,76.6807182,10.5333391
species,76.6807971,11.4118659
species,76.680878,11.1817466
species,76.680945,11.214933
species,76.6809683,11.0506925
species,76.6809882,11.1785854
species,76.6812762,10.833441
species,76.6812792,10.1401858
species,76.6813656,10.1049937
species,76.6814454,10.1347323
species,76.6814804,10.9636069
species,76.6815498,11.4554273
species,76.6816092,10.5724502
species,76.6816521,10.1264697
species,76.6817034,11.4772328
species,76.6817111,11.4738633
species,76.6817604,11.4000984
species,76.681931,11.3884522
species,76.681931,11.5449949
species,76.6819489,11.5429466
species,76.6819532,11.4205594
species,76.6820276,10.3073193
species,76.6820334,11.1733328
species,76.6821976,11.6716127
species,76.6822983,10.1323092
species,76.6823932,10.1244272
species,76.682446,10.8312406
species,76.6824883,11.415835
species,76.68253,10.456109
species,76.682586,11.471597
species,76.6826184,11.4670201
species,76.682682,10.4503374
species,76.682734,11.6017034
species,76.6827579,11.2773421
species,76.6829592,11.460963
species,76.683074,10.1220469
species,76.683101,11.214837
species,76.6831306,11.1754794
species,76.683214,11.4020201
species,76.6832185,10.2961723
species,76.6832713,10.134023
species,76.6833333,10.3666667
species,76.6833333,10.8333333
species,76.6833603,10.8290231
species,76.6833681,11.4686822
species,76.6833768,10.1372062
species,76.683387,10.14295
species,76.6834179,10.5746085
species,76.6837363,11.1720985
species,76.6837519,10.1271077
species,76.6838124,11.1316581
species,76.6838126,10.1204013
species,76.6838296,11.1642785
species,76.68388,11.45755
species,76.68393,11.38871
species,76.6839749,10.2597834
species,76.6839936,11.4788839
species,76.6840032,11.6001548
species,76.6840553,10.5305137
species,76.6842142,10.1311425
species,76.6843128,10.1073736
species,76.6844989,10.548686
species,76.6845564,11.4919276
species,76.68476,11.213231
species,76.6848289,11.6019322
species,76.6850083,11.4893083
species,76.6850638,11.1674115
species,76.6850783,10.2581367
species,76.6851064,10.1330968
species,76.6851322,10.1166172
species,76.6851684,11.3969759
species,76.6852608,11.3934289
species,76.6853106,10.4918418
species,76.6854248,11.1691993
species,76.685528,11.545926
species,76.6855333,10.1047898
species,76.6855419,10.9608856
species,76.6855574,10.1275146
species,76.6855882,10.2961702
species,76.6856965,10.124026
species,76.6857968,11.2792968
species,76.685805,11.5685033
species,76.6858684,11.4193945
species,76.6859,11.3903
species,76.6861314,10.9380606
species,76.6863399,11.416795
species,76.6867271,10.1455629
species,76.68674,10.8579667
species,76.6867797,11.1440441
species,76.6868799,11.5747849
species,76.6868824,10.1301927
species,76.6869288,11.6000101
species,76.68696,10.101906
species,76.6869832,11.4100865
species,76.686985,11.492615
species,76.687076,11.0385704
species,76.6870848,10.4205906
species,76.687118,11.484367
species,76.6871452,10.2608708
species,76.6872911,11.5431993
species,76.6873157,10.29696
species,76.687333,10.1323737
species,76.6873588,11.4138751
species,76.6873712,11.6101892
species,76.6873788,11.341382
species,76.687414,10.139536
species,76.6875466,11.3989065
species,76.6876179,11.3949981
species,76.6876375,10.1167428
species,76.6876816,11.5679547
species,76.6877268,10.1740975
species,76.687789,11.4826322
species,76.6878498,11.4056404
species,76.6879606,10.8607026
species,76.688079,10.121837
species,76.6881189,11.403753
species,76.68812,11.4184417
species,76.6882684,10.287213
species,76.6883469,11.1161851
species,76.6883552,11.0401166
species,76.6883794,11.4692198
species,76.688422,10.1793372
species,76.6884327,10.8247704
species,76.6884639,11.6012903
species,76.6884805,11.392075
species,76.6885267,10.1364333
species,76.6886755,11.569742
species,76.6886902,10.533214
species,76.688703,10.196218
species,76.6887331,11.3973576
species,76.6887618,10.1309603
species,76.6890576,11.1329711
species,76.6892108,11.3354092
species,76.6892793,10.5076769
species,76.6894201,10.4016812
species,76.6896508,10.0632372
species,76.6897928,11.633954
species,76.6899991,10.1290309
species,76.6900159,11.4058225
species,76.690062,11.398664
species,76.6900731,11.4937227
species,76.6901777,11.6098361
species,76.690206,11.5991292
species,76.6903414,11.4960127
species,76.6903753,10.376523
species,76.6903756,11.0431102
species,76.6903863,11.1646276
species,76.6904241,11.4134146
species,76.6905141,10.132208
species,76.6905212,10.1270447
species,76.690557,11.1126324
species,76.6905754,10.8238006
species,76.690614,11.601623
species,76.6906379,11.4032813
species,76.6907501,10.860534
species,76.690826,10.1132489
species,76.6908497,11.4175184
species,76.69094,10.12349
species,76.6910132,11.6041035
species,76.6910711,10.5340904
species,76.6910988,11.5368376
species,76.6911926,11.3118418
species,76.6912276,11.5335759
species,76.69135,10.240129
species,76.6914324,11.1462805
species,76.69148,11.400907
species,76.6915507,11.3096905
species,76.691575,11.422938
species,76.6916254,11.0770359
species,76.6917104,10.9587195
species,76.6917781,10.1375829
species,76.6919583,11.5304583
species,76.6920359,10.2841384
species,76.6920393,10.1335378
species,76.6920883,10.3741892
species,76.6922468,11.4087399
species,76.6923036,10.1246844
species,76.6924446,11.0746879
species,76.6926717,11.3373233
species,76.692865,10.135738
species,76.692972,11.416907
species,76.6930725,11.4201928
species,76.693139,11.057217
species,76.6932074,10.1210489
species,76.6932178,11.5353659
species,76.693247,11.539249
species,76.6933012,11.4048209
species,76.6933575,10.8216195
species,76.6934323,11.0534188
species,76.6935998,10.3760889
species,76.6936259,10.8558093
species,76.6936791,11.399832
species,76.6938611,11.281582
species,76.6939091,10.1295534
species,76.6939198,10.1315677
species,76.693943,11.414349
species,76.694125,10.537233
species,76.6941483,11.391097
species,76.6941978,10.1344328
species,76.6942449,10.5246925
species,76.6943583,10.1250626
species,76.6944379,10.534623
species,76.6945098,10.1389218
species,76.694612,11.429191
species,76.6946554,10.829681
species,76.6946745,10.4458497
species,76.694785,9.8279917
species,76.6947992,11.4085151
species,76.6951058,11.398459
species,76.695196,10.5131498
species,76.695215,11.5310317
species,76.6952165,10.3742874
species,76.6953645,11.3037822
species,76.6953752,11.047804
species,76.6953893,11.0569707
species,76.6954445,11.3951389
species,76.6954663,10.8200873
species,76.6954815,11.2964935
species,76.695483,10.852883
species,76.6955309,10.3038317
species,76.6958139,11.4130959
species,76.6958503,11.0845362
species,76.69597,10.1413779
species,76.6960107,10.1674646
species,76.6960995,10.2803719
species,76.696136,11.0539842
species,76.6961766,11.4033454
species,76.6962433,10.1088101
species,76.6962676,11.0877078
species,76.6962699,10.1253946
species,76.6963077,11.4053009
species,76.6963263,11.3921488
species,76.696371,10.1648188
species,76.6964149,10.8564036
species,76.6964683,11.0514178
species,76.6965333,11.5156517
species,76.6966444,10.9399087
species,76.6967656,10.0831384
species,76.696963,11.415209
species,76.6970741,11.4115551
species,76.6970763,11.0653114
species,76.6970852,10.0912703
species,76.6971216,11.4017675
species,76.697248,11.386589
species,76.6972547,11.2439429
species,76.697287,10.0959272
species,76.6973162,10.5113577
species,76.6974381,11.0578354
species,76.6974556,11.5101357
species,76.6974761,10.1375536
species,76.6974784,11.3999135
species,76.6976008,10.2672796
species,76.697669,11.430393
species,76.6976997,10.5405026
species,76.6978629,10.2222436
species,76.69792,10.23958
species,76.698,10.26
species,76.6980565,10.1115563
species,76.6980787,11.5301845
species,76.6981151,11.4429114
species,76.6981251,11.5320413
species,76.6983276,10.1256903
species,76.6984662,10.5327555
species,76.698494,11.135502
species,76.6985333,10.82166
species,76.69871,11.4319327
species,76.6989,11.4148917
species,76.6989309,11.4835024
species,76.6989577,11.4208312
species,76.6990583,11.0442306
species,76.6990804,10.5431056
species,76.699118,11.394211
species,76.6993553,10.0440607
species,76.6993788,10.8182826
species,76.6994751,11.0500351
species,76.699566,10.116372
species,76.6996014,10.1043528
species,76.6997038,11.0400433
species,76.6998562,11.5944661
species,76.6998897,11.399646
species,76.699915,11.380024
species,76.6999192,11.4127935
species,76.6999778,11.2779518
species,76.70002,11.3909951
species,76.700058,10.1432686
species,76.7001042,11.4428963
species,76.7005,10.141275
species,76.7005285,10.125437
species,76.7005506,11.5154954
species,76.7005929,10.2776614
species,76.7005939,10.5245846
species,76.700685,11.1354976
species,76.7006967,10.9536333
species,76.7009079,11.4847111
species,76.7009956,10.2710353
species,76.7010778,11.1834031
species,76.7011526,11.4159939
species,76.7011666,11.0493256
species,76.7012305,11.6017336
species,76.7012751,10.1012685
species,76.7013483,10.1107651
species,76.7013502,11.0678232
species,76.7015171,10.1362869
species,76.7015211,10.1051599
species,76.7015574,10.5472914
species,76.701584,11.530443
species,76.701594,11.076717
species,76.7016828,10.8170354
species,76.7017472,11.6034664
species,76.7017673,11.2438838
species,76.701861,10.1032206
species,76.70195,10.54201
species,76.7020005,11.0512299
species,76.7020214,10.449922
species,76.7021176,11.4227617
species,76.7021408,11.66576
species,76.702145,10.2239967
species,76.7021631,11.0470523
species,76.7022361,11.405493
species,76.7022836,10.093988
species,76.7022917,11.5826143
species,76.7023354,11.2781731
species,76.702434,10.1127939
species,76.7024875,10.9847564
species,76.7024915,11.3155849
species,76.7025247,10.8213725
species,76.70258,10.3016
species,76.7025807,11.3963944
species,76.70276,10.1439704
species,76.7027603,11.4123289
species,76.702815,10.305718
species,76.7028997,11.1862816
species,76.702903,11.0397961
species,76.7029439,10.1244629
species,76.702981,10.2984329
species,76.7030064,10.1173297
species,76.7030419,10.1410497
species,76.703042,11.4104637
species,76.7032056,10.1108575
species,76.7032083,11.4296408
species,76.7032634,10.2772284
species,76.7032921,10.8161502
species,76.7033523,11.1837557
species,76.703524,11.0496926
species,76.7036355,10.1980778
species,76.7037605,10.5506915
species,76.7037696,10.1059266
species,76.7038608,10.4511815
species,76.7039037,9.7538505
species,76.7039841,11.418189
species,76.7041022,11.4205974
species,76.7043005,11.415497
species,76.7043577,10.5285884
species,76.7043608,10.2024296
species,76.7043757,11.4234211
species,76.7044813,11.4040499
species,76.7045437,11.0470661
species,76.7045593,11.1853818
species,76.7046171,10.2214793
species,76.704703,10.1196667
species,76.704777,11.23392
species,76.7048,10.131
species,76.7050792,11.5305333
species,76.7050892,11.4011624
species,76.7050906,11.383477
species,76.7051758,10.5404737
species,76.7051786,11.4130245
species,76.7051811,10.1238719
species,76.705197,11.0379978
species,76.7052126,10.8381954
species,76.70546,10.30141
species,76.70551,10.141769
species,76.7056186,11.3973408
species,76.7056632,11.594117
species,76.705677,11.581075
species,76.7058375,11.5730074
species,76.705851,10.1087928
species,76.70588,10.29952
species,76.705979,11.3574867
species,76.706,10.518
species,76.706,10.521
species,76.7060156,10.0489027
species,76.706017,10.106731
species,76.7060502,10.8546781
species,76.7061512,10.3099607
species,76.7061577,10.1219915
species,76.7061583,10.2039767
species,76.7063203,11.3899273
species,76.7063339,10.2011963
species,76.7064658,10.5074851
species,76.7065255,11.0651172
species,76.7066872,10.4174533
species,76.706786,11.2336
species,76.7068125,11.3787549
species,76.7068219,11.1382392
species,76.7068692,11.1409396
species,76.7068762,10.5505542
species,76.7068997,10.0446602
species,76.7069932,11.0484603
species,76.7070419,10.4826878
species,76.7070794,10.3027592
species,76.7072222,10.4219444
species,76.70726,9.74467
species,76.7072783,10.2064067
species,76.7072796,10.1362659
species,76.7073346,10.8562821
species,76.7074114,11.4003207
species,76.7074649,11.0457891
species,76.7076373,10.5655315
species,76.70764,11.0415442
species,76.70767,11.229744
species,76.7078095,10.1196392
species,76.7078176,11.4110556
species,76.707877,11.23204
species,76.7082002,9.8121589
species,76.70825,10.819855
species,76.708257,11.0396164
species,76.7082652,10.4318486
species,76.7082985,11.4138455
species,76.7084631,10.1163455
species,76.7085741,11.4166915
species,76.7086029,10.5742221
species,76.708673,10.489726
species,76.7086959,11.0443504
species,76.708796,11.4061107
species,76.709,10.516
species,76.709078,10.31255
species,76.7091583,10.1364871
species,76.709162,11.211214
species,76.709347,11.399154
species,76.7093985,9.81382
species,76.709417,11.3890938
species,76.7094203,11.2958278
species,76.7094582,10.5500153
species,76.7094719,11.4040494
species,76.709586,11.419557
species,76.7096651,11.4099494
species,76.7096693,10.9476016
species,76.7096972,11.41184
species,76.709786,10.503036
species,76.7098926,11.1375102
species,76.71,10.514
species,76.7101199,11.0800733
species,76.710243,11.417488
species,76.7104882,10.5554631
species,76.710575,10.56967
species,76.7105794,10.4954738
species,76.71061,10.10581
species,76.7106818,11.1884597
species,76.710704,11.3933662
species,76.7107169,10.2773268
species,76.7107658,10.1117883
species,76.710788,11.228809
species,76.710878,11.407339
species,76.7108783,10.1374353
species,76.711097,11.413376
species,76.7111587,10.0629513
species,76.711182,11.210761
species,76.7113017,11.3156975
species,76.7113285,10.1035397
species,76.711374,11.4189884
species,76.7113933,10.121487
species,76.7114307,11.0940659
species,76.7114353,11.1419905
species,76.7114669,10.5192441
species,76.711581,10.145009
species,76.7119345,11.4106258
species,76.7119503,10.336857
species,76.7120078,11.1365781
species,76.7120363,10.5013485
species,76.7120933,10.2514217
species,76.712105,10.517493
species,76.7122108,10.1397414
species,76.7122545,10.1830448
species,76.7125104,11.394399
species,76.7125411,10.0413665
species,76.7125702,11.4167162
species,76.7125962,11.189511
species,76.7126505,10.4156635
species,76.7126667,11.1396483
species,76.712718,10.576416
species,76.7128207,11.2336238
species,76.712891,11.211408
species,76.7128944,10.3337581
species,76.7129154,11.0818608
species,76.7129595,10.1430726
species,76.7130864,9.7581257
species,76.7130978,11.0841604
species,76.7133357,10.1458528
species,76.7133651,10.1024257
species,76.7135675,11.4030519
species,76.7136042,10.1229969
species,76.71369,10.31455
species,76.7137595,10.9452483
species,76.713768,11.208678
species,76.7138815,10.8303554
species,76.7138883,10.9426883
species,76.7140012,11.3847706
species,76.714063,11.229317
species,76.7140682,10.2057589
species,76.7141068,11.4012413
species,76.7141313,10.1334038
species,76.7142545,10.0993656
species,76.7143388,10.2030448
species,76.714438,10.555799
species,76.7144572,10.5499286
species,76.7145283,10.1118117
species,76.7145463,10.1444802
species,76.7145574,11.4147573
species,76.7145688,10.1397932
species,76.7145923,11.405908
species,76.7146098,10.5392678
species,76.7146294,11.4193522
species,76.714693,10.544628
species,76.7146942,11.1412676
species,76.7147622,10.5683077
species,76.7147755,11.0863527
species,76.7147791,10.8205773
species,76.7148256,11.1342765
species,76.7148341,10.0943279
species,76.714836,11.212708
species,76.7150341,11.412188
species,76.7150489,10.3777868
species,76.7151683,11.4078942
species,76.7151717,11.3811602
species,76.7151887,10.8184192
species,76.7153332,11.4037752
species,76.71535,10.516802
species,76.7154432,11.0800567
species,76.7154574,10.3730656
species,76.7154638,10.3707852
species,76.7154865,10.1417149
species,76.7157192,10.481762
species,76.7157698,11.2234045
species,76.7158771,10.3142437
species,76.7159414,10.853369
species,76.715981,11.229609
species,76.7160754,10.3793025
species,76.7161419,11.0649678
species,76.716182,11.0772649
species,76.7161989,10.826899
species,76.7163448,10.5538798
species,76.71636,11.22575
species,76.7163627,11.4165015
species,76.7164006,10.5520178
species,76.716424,10.8231843
species,76.7164358,10.1090858
species,76.716455,11.208458
species,76.716666,11.212903
species,76.7166764,10.0923157
species,76.7167062,10.1246908
species,76.7167906,10.1390578
species,76.7168036,11.3928363
species,76.7168286,10.0951627
species,76.7168541,10.0507856
species,76.7168766,11.2016158
species,76.7169818,10.0978446
species,76.7172913,10.4110975
species,76.7173418,11.0787994
species,76.717437,11.228252
species,76.717496,10.100419
species,76.7176436,10.144806
species,76.7176678,11.3972938
species,76.7177383,11.0875254
species,76.7177994,10.8244233
species,76.7178148,11.2342902
species,76.717824,10.943788
species,76.7178392,10.1103842
species,76.717863,10.5032648
species,76.7179185,11.4393204
species,76.7179945,10.8216325
species,76.7180412,10.3784874
species,76.718055,10.0537231
species,76.718108,11.226428
species,76.7181219,10.2770822
species,76.7182133,11.2691633
species,76.7182324,10.5517836
species,76.7183635,10.0937453
species,76.718614,10.406998
species,76.71875,10.22917
species,76.71877,11.208866
species,76.718776,11.213275
species,76.7188479,10.4984414
species,76.718863,11.3734047
species,76.7188797,11.3902733
species,76.7191202,10.3844426
species,76.719172,10.090044
species,76.7192481,10.3991224
species,76.7192888,10.3077415
species,76.7194873,10.8581632
species,76.719518,11.055043
species,76.719541,11.070874
species,76.7195444,11.3822505
species,76.7196187,10.4139042
species,76.719679,10.0496645
species,76.7197084,10.0969868
species,76.7198121,10.4855187
species,76.7198373,11.0524394
species,76.7199362,10.1753495
species,76.7199388,10.1263332
species,76.7199512,10.3804776
species,76.7199562,10.4096032
species,76.7201146,10.1392195
species,76.7201525,10.5522286
species,76.72016,10.31274
species,76.7202115,10.5481919
species,76.7202928,11.4166741
species,76.7203327,10.5288368
species,76.7204211,10.3956399
species,76.7205,10.236618
species,76.720523,9.768515
species,76.7205467,11.2875317
species,76.7206122,11.3857015
species,76.7206363,11.4121977
species,76.7206428,11.0799826
species,76.7206624,11.2014521
species,76.7209617,10.9443283
species,76.7210113,11.3901326
species,76.7210537,10.184338
species,76.721123,11.138049
species,76.7211234,11.4094468
species,76.72124,11.2647133
species,76.7212614,11.4140133
species,76.7212775,10.1079042
species,76.7213387,10.093132
species,76.721368,10.4014102
species,76.7213985,10.4081436
species,76.7214131,11.406957
species,76.7214178,10.1275437
species,76.7214808,10.8233901
species,76.7214819,10.3911259
species,76.7215813,10.4059326
species,76.7216153,10.826449
species,76.7216412,11.4033658
species,76.7216622,10.4918874
species,76.7217297,9.7243803
species,76.7217419,11.0527143
species,76.7217495,11.3989124
species,76.721805,10.4037435
species,76.721911,11.210553
species,76.7220469,10.0489983
species,76.7221672,11.3812297
species,76.7222769,10.489705
species,76.7222979,11.3933126
species,76.722381,9.765857
species,76.7224875,11.04047
species,76.7225109,11.4555748
species,76.7225237,10.3870739
species,76.7225504,10.8570779
species,76.722569,10.232795
species,76.7226157,10.3819917
species,76.7226453,11.3861287
species,76.722765,10.0955467
species,76.722784,11.080075
species,76.7229156,10.943984
species,76.7229255,9.8016366
species,76.7230804,11.2708236
species,76.7231,11.1494
species,76.7232046,11.0737734
species,76.7232143,10.8434633
species,76.7232517,11.1334325
species,76.7233737,11.41571
species,76.7233945,10.8282792
species,76.7234087,10.8215879
species,76.7234516,10.8457823
species,76.7234582,11.0952492
species,76.7234652,10.3090254
species,76.7234878,10.4072277
species,76.7235058,10.0920924
species,76.7235358,10.145065
species,76.7236615,10.4010248
species,76.7237375,10.8415767
species,76.7237384,11.4041961
species,76.7237735,10.9345343
species,76.7238272,10.8479936
species,76.7238754,11.3835449
species,76.7238887,11.1287884
species,76.7239142,10.0874267
species,76.7239666,10.3156793
species,76.7240007,11.4232245
species,76.7240488,11.0526923
species,76.7240924,9.7264908
species,76.7241651,10.0983905
species,76.7243617,11.057929
species,76.7244071,10.938272
species,76.724632,9.76474
species,76.7247123,10.1879224
species,76.7247764,10.4059198
species,76.7247974,11.40028
species,76.7249107,10.8304397
species,76.7249282,10.8401461
species,76.724963,10.3925275
species,76.7250394,11.1407468
species,76.7250743,11.1918223
species,76.725104,11.080847
species,76.725121,11.413474
species,76.7251272,10.9701041
species,76.7251353,11.074636
species,76.7252562,10.8568234
species,76.72528,10.1024892
species,76.725286,10.0916314
species,76.7253932,11.4050077
species,76.7254208,10.1274157
species,76.725432,10.146233
species,76.7254722,10.8234444
species,76.7255455,10.8271855
species,76.7257139,11.3838071
species,76.7258297,11.4208255
species,76.7258549,10.8514302
species,76.7262046,10.4327229
species,76.7262717,10.1003333
species,76.7263242,11.0526903
species,76.7264222,10.9415473
species,76.7264223,10.8455659
species,76.7264825,11.0759282
species,76.7265201,9.7272468
species,76.7265815,10.8330391
species,76.7265868,11.2266807
species,76.7266005,11.402251
species,76.72661,10.13997
species,76.726631,10.9338516
species,76.7267041,10.4363892
species,76.7267234,10.3995
species,76.726819,11.21643
species,76.7269055,10.1424275
species,76.726912,10.4050614
species,76.7270161,11.0784346
species,76.72702,11.19278
species,76.7270955,10.8548267
species,76.727225,11.271196
species,76.7273093,9.7645526
species,76.7273462,10.3031603
species,76.72747,10.31573
species,76.7275382,11.327993
species,76.727667,11.421172
species,76.7277433,11.3974967
species,76.727922,11.081455
species,76.7280301,11.4000155
species,76.7280453,10.8269377
species,76.7280742,10.1483217
species,76.7280917,10.936865
species,76.7281558,11.1129509
species,76.7282259,10.9388954
species,76.7282324,10.3314445
species,76.7282783,11.0395158
species,76.7284617,10.8435367
species,76.7285156,10.0878538
species,76.7285192,10.8334364
species,76.728573,10.839171
species,76.7286668,10.1274015
species,76.728671,11.402113
species,76.7287821,9.7334882
species,76.7288774,10.8311856
species,76.72897,11.419096
species,76.72898,11.213655
species,76.7289885,10.8356971
species,76.729,10.31458
species,76.72911,10.3055016
species,76.7292176,11.052707
species,76.7293181,10.1009701
species,76.7294529,11.0977673
species,76.7294653,10.5576601
species,76.7295684,10.8551829
species,76.7300906,10.317651
species,76.730197,10.311305
species,76.7303181,10.9306157
species,76.7303324,11.1139946
species,76.730369,11.3761045
species,76.7304039,11.2167253
species,76.7305315,10.0408873
species,76.7305867,11.0384833
species,76.7306845,11.2147382
species,76.7307241,10.9981124
species,76.7308529,11.3589118
species,76.730865,11.416199
species,76.7308653,11.1902203
species,76.730869,10.94673
species,76.7309466,11.3732626
species,76.7309586,11.0565886
species,76.7311,10.840679
species,76.7311749,11.0531701
species,76.7312085,11.4201754
species,76.731308,10.951267
species,76.7314756,10.5716613
species,76.731522,10.558088
species,76.7315484,11.4131339
species,76.7316791,11.3558932
species,76.7316809,11.4183534
species,76.7317755,10.0501418
species,76.731863,10.1512564
species,76.731904,10.393169
species,76.731919,11.1152104
species,76.7319918,11.3396043
species,76.732048,10.2025647
species,76.7321862,10.4222527
species,76.7322278,10.8179207
species,76.7322745,10.1278577
species,76.732316,10.0996938
species,76.732423,10.250928
species,76.7324446,10.0966255
species,76.7327119,10.8566506
