species,LONGITUDE,LATITUDE
species,76.085907,11.896353
species,76.0860324,11.6325514
species,76.0861588,11.788047
species,76.08622,11.43156
species,76.0862795,11.6573135
species,76.0864348,11.6075305
species,76.0864427,11.5536558
species,76.0866194,11.7406468
species,76.0866845,11.3623043
species,76.0871029,11.8523992
species,76.0871109,11.621745
species,76.0873926,11.6358228
species,76.0874199,11.6292808
species,76.0877778,11.8038889
species,76.087922,11.430249
species,76.0880899,11.5716935
species,76.0881538,11.6419053
species,76.0883351,11.9434277
species,76.0883474,11.3034153
species,76.0883585,11.6241771
species,76.0884504,11.9392556
species,76.0884918,11.6267305
species,76.088712,11.8310208
species,76.0887122,11.8284159
species,76.0887346,12.1685427
species,76.088844,11.5548797
species,76.088958,11.6206871
species,76.089075,11.630436
species,76.089077,11.9473035
species,76.0891746,11.5578626
species,76.0892094,11.6469309
species,76.0895833,11.8218176
species,76.0898709,11.8160034
species,76.0899107,11.6338683
species,76.089948,11.941718
species,76.0901177,11.4297834
species,76.0904208,11.8047833
species,76.0904685,11.6533003
species,76.0904771,11.5196908
species,76.090976,11.631751
species,76.0912841,11.6238266
species,76.0914877,11.5516096
species,76.09155,11.92091
species,76.0920167,11.6166711
species,76.0920179,11.5557346
species,76.0921133,11.5178025
species,76.09283,11.947294
species,76.0929014,11.5336852
species,76.0931809,11.602332
species,76.0932581,11.3107907
species,76.0935078,11.8379136
species,76.093525,11.5240361
species,76.0937119,11.5843061
species,76.09375,11.88542
species,76.0937987,11.6240795
species,76.0939231,11.351727
species,76.093953,11.8228625
species,76.0939796,11.3596082
species,76.0942632,11.5319361
species,76.0943807,12.0475842
species,76.0945799,11.6898868
species,76.0946183,11.2493383
species,76.0946184,11.5155172
species,76.0946453,11.7959825
species,76.0950167,11.3185941
species,76.09508,11.87697
species,76.0957601,11.4318488
species,76.0958791,11.2574992
species,76.0960764,11.3253602
species,76.0961608,11.8223192
species,76.0961795,11.7869548
species,76.0961842,11.7530916
species,76.096502,11.7887685
species,76.096673,12.0119433
species,76.09675,11.88542
species,76.0967507,11.5784569
species,76.0968935,11.5157245
species,76.0970348,11.5319566
species,76.0973164,11.4937417
species,76.0975,11.8266667
species,76.097517,11.308929
species,76.0975875,11.7066796
species,76.0977008,11.4602083
species,76.097703,11.9150566
species,76.097876,11.9283102
species,76.0979726,11.4918854
species,76.098142,11.336315
species,76.0982227,11.9098951
species,76.09841,11.4313168
species,76.0989,11.8037
species,76.0989513,11.3300217
species,76.0989771,11.5322644
species,76.0991192,11.8251816
species,76.0991382,11.4902138
species,76.099323,11.585168
species,76.0993767,11.7850643
species,76.0995342,11.4543698
species,76.100058,11.662961
species,76.100187,11.219415
species,76.1002358,11.5292462
species,76.1006438,11.493963
species,76.1008572,11.532054
species,76.1008928,11.5153567
species,76.100982,11.3320534
species,76.1009966,11.4916225
species,76.1010497,11.4526955
species,76.1010517,11.2754502
species,76.1011108,11.8306838
species,76.101134,11.965176
species,76.101222,11.5841884
species,76.1013937,11.6534973
species,76.101445,11.3122948
species,76.1014726,11.5869006
species,76.1017551,11.5338893
species,76.1017716,11.4062859
species,76.1018036,11.5886742
species,76.1020208,11.64457
species,76.10241,11.4955007
species,76.1024438,11.5296611
species,76.1024825,11.5540295
species,76.1025426,11.4927268
species,76.1025531,12.0196821
species,76.1026752,11.3331713
species,76.1027617,11.5323665
species,76.1031316,11.5140062
species,76.1031461,11.8414741
species,76.103153,11.965863
species,76.1032283,11.8361445
species,76.1033581,11.4970891
species,76.1033678,11.788131
species,76.1035395,11.8560952
species,76.1035987,11.5785182
species,76.1040331,11.5269022
species,76.10417,11.968
species,76.1043559,11.7625046
species,76.1043583,11.6730125
species,76.104381,11.5520735
species,76.10444,11.58908
species,76.1045672,11.3487456
species,76.1047686,11.4311174
species,76.1047866,11.4982829
species,76.1049289,11.5010601
species,76.1054331,11.6317508
species,76.105446,11.735537
species,76.1054492,11.6296649
species,76.1054662,11.5343887
species,76.1055008,11.764304
species,76.1056261,11.5164553
species,76.1058936,11.8699072
species,76.1061144,11.7003997
species,76.1061573,11.7062997
species,76.106658,11.4988894
species,76.1066883,11.7619233
species,76.1067135,11.3048183
species,76.10681,11.92672
species,76.1068296,11.2730016
species,76.1068425,11.2443851
species,76.1069151,11.3334348
species,76.1069825,11.5513475
species,76.1071117,11.7559433
species,76.1071383,11.506787
species,76.1072358,11.6938057
species,76.107768,11.357302
species,76.1078016,11.219594
species,76.1078886,11.5135037
species,76.1080027,11.353742
species,76.1080027,11.4002205
species,76.1081589,11.3707029
species,76.108235,11.4046114
species,76.1082902,11.4917808
species,76.1086035,11.3285798
species,76.1089307,11.7637227
species,76.1091614,11.6346837
species,76.1091822,11.8397247
species,76.1093699,11.5107011
species,76.1094618,11.3983694
species,76.1094865,11.5080475
species,76.1095633,11.5343015
species,76.1096357,11.4977206
species,76.109769,11.595677
species,76.1098954,11.3299496
species,76.1099523,11.8421689
species,76.1102678,11.6312037
species,76.110394,11.405619
species,76.1110067,11.3995474
species,76.111007,11.5709629
species,76.111114,11.3975547
species,76.1111569,11.3382157
species,76.1113286,11.7455714
species,76.1117466,11.5056694
species,76.1118889,11.7436246
species,76.1119668,11.5075344
species,76.1122298,11.495375
species,76.1123639,11.5789143
species,76.1125916,11.5345315
species,76.1126006,11.6622125
species,76.112676,11.2359113
species,76.1127282,11.5591471
species,76.11278,11.95181
species,76.112785,11.3562283
species,76.1129249,11.5002361
species,76.1131588,11.5321698
species,76.1137094,11.4980801
species,76.1139069,11.6257409
species,76.1145726,11.5092956
species,76.1146404,11.535511
species,76.1146868,11.5012086
species,76.11503,11.35756
species,76.1150776,11.5066535
species,76.1153412,12.0527511
species,76.1154456,11.5046646
species,76.1157642,11.6173812
species,76.115874,11.429239
species,76.1159757,11.5112386
species,76.1160596,11.5413032
species,76.116436,11.625221
species,76.1164999,11.5653029
species,76.1165554,11.538424
species,76.11678,11.32881
species,76.1168056,11.8545278
species,76.1168544,11.6782382
species,76.1168558,11.6439451
species,76.1169833,11.3554517
species,76.117032,11.6662763
species,76.1170363,11.4942395
species,76.1172783,11.6073075
species,76.1174,11.2267
species,76.1174769,11.5136074
species,76.1177015,11.2766493
species,76.1177294,11.8561435
species,76.1178047,11.6194454
species,76.1178676,11.5022925
species,76.118158,11.335063
species,76.1184834,11.7174594
species,76.1187959,11.8502992
species,76.1189823,11.5482269
species,76.1190333,11.6099575
species,76.1190584,11.4231956
species,76.1190598,11.28436
species,76.1191607,11.4282368
species,76.119573,11.5029537
species,76.119878,11.623545
species,76.1199331,11.2215944
species,76.1204623,11.6510701
species,76.120564,11.659308
species,76.1206734,12.0314298
species,76.1207659,11.3355732
species,76.1208032,11.6270049
species,76.1209656,11.2812112
species,76.1209697,11.6759109
species,76.1212072,12.010238
species,76.1212363,11.3178457
species,76.1212843,11.6698255
species,76.1213835,11.5515539
species,76.1221416,11.5642484
species,76.1221513,11.5161138
species,76.1224123,11.5023087
species,76.1227909,11.648728
species,76.1228514,11.6028667
species,76.1228728,11.7651085
species,76.1230445,11.3332926
species,76.1233005,11.5004256
species,76.1234693,11.3174974
species,76.1243305,11.6210412
species,76.124795,12.1047145
species,76.1248479,11.2771757
species,76.1250183,11.2796267
species,76.1251169,11.341049
species,76.1252117,11.3332393
species,76.1253127,11.3312681
species,76.1254116,11.4994661
species,76.1255014,11.318207
species,76.1256763,11.517652
species,76.1259178,11.6088872
species,76.12592,11.6227633
species,76.1260509,11.7642962
species,76.1260881,11.5478981
species,76.1262867,12.0839567
species,76.126294,11.2910502
species,76.1263016,11.683985
species,76.1268751,11.329271
species,76.1268854,11.4479223
species,76.1269766,11.5140856
species,76.1271429,11.4666503
species,76.1272287,11.4455668
species,76.1272931,11.4283896
species,76.1275917,11.620685
species,76.1276144,11.5002925
species,76.1276992,11.5167538
species,76.1279291,11.2923325
species,76.1282635,11.4982101
species,76.1284508,11.4350709
species,76.1287974,11.5116203
species,76.1287992,11.7165087
species,76.1288595,11.770066
species,76.1289024,11.8564312
species,76.1289675,11.274425
species,76.1290808,11.4655992
species,76.1291385,11.6880444
species,76.1293101,11.6987187
species,76.129353,11.4471918
species,76.1294338,11.3232366
species,76.1295569,11.5074233
species,76.1298519,11.5622389
species,76.1300142,11.47038
species,76.1300683,11.4673
species,76.1300933,11.6952307
species,76.1301926,11.5525567
species,76.1304259,11.6659381
species,76.1306211,11.5642201
species,76.1308202,11.500492
species,76.1310053,11.4294987
species,76.1310697,11.5089458
species,76.132068,11.724861
species,76.132278,11.4698829
species,76.1322886,11.5103879
species,76.1323035,11.602667
species,76.1324024,11.6723545
species,76.132446,11.32637
species,76.132452,11.431408
species,76.1324654,11.7750408
species,76.1337363,11.5524899
species,76.13406,11.76664
species,76.1340728,11.6113906
species,76.134123,11.325615
species,76.1343413,11.7373435
species,76.1343788,11.4897833
species,76.1344814,11.5102619
species,76.13455,11.649387
species,76.134745,11.4689992
species,76.134891,11.327422
species,76.135,11.6558333
species,76.1350286,11.6079848
species,76.135042,11.6136835
species,76.1351466,11.7811573
species,76.1354775,11.3375096
species,76.1355151,11.5204333
species,76.1358762,11.7210325
species,76.1360608,11.5119783
species,76.136554,11.322759
species,76.1366889,11.5359336
species,76.1374281,11.5448938
species,76.1376052,11.676062
species,76.1376384,11.4912299
species,76.1376525,11.4685017
species,76.1377214,11.7630478
species,76.1378948,11.5320263
species,76.1384726,11.7290583
species,76.1384758,11.51029
species,76.1386764,11.6074488
species,76.1388294,11.263601
species,76.1390762,11.2655538
species,76.1391807,11.3247926
species,76.1392021,11.5753933
species,76.1394658,11.5126075
species,76.139479,11.6173326
species,76.1395562,11.3165028
species,76.139752,11.6503897
species,76.1399058,11.6102782
species,76.1404602,11.2674645
species,76.1404705,11.6436059
species,76.1406903,11.4916621
species,76.140813,11.591886
species,76.1410046,11.2284699
species,76.1414337,11.5580712
species,76.1414344,11.7281342
species,76.141541,11.3156611
species,76.1415974,11.2721913
species,76.1417484,11.5103308
species,76.1418414,11.639879
species,76.141895,11.5136883
species,76.1419809,11.2199527
species,76.1420728,11.7264471
species,76.1422222,11.6555556
species,76.1427669,11.2685755
species,76.143,11.436
species,76.143,11.442
species,76.1430176,11.6534767
species,76.1430454,11.7247443
species,76.143301,11.4919046
species,76.1434999,11.7327241
species,76.143585,11.509795
species,76.1436801,11.8735262
species,76.1439724,11.601464
species,76.1441025,11.4680717
species,76.1445251,11.735304
species,76.144768,11.572801
species,76.1449108,11.4865508
species,76.1450708,11.724247
species,76.1453708,11.5114875
species,76.1458333,11.6736111
species,76.1462224,11.2730687
species,76.1463725,11.4853658
species,76.1468159,11.8471064
species,76.1470352,11.4943969
species,76.1471633,11.4835225
species,76.1478883,11.65591
species,76.1480296,11.6043478
species,76.1480856,11.7367897
species,76.1484802,11.559978
species,76.1484878,11.4652198
species,76.1485449,11.4712423
species,76.1485783,11.4688021
species,76.14858,11.876649
species,76.1486078,11.4787406
species,76.148715,11.6254408
species,76.1489304,11.3359826
species,76.149427,11.4733907
species,76.1496735,11.7253185
species,76.1499904,11.5834722
species,76.1505325,11.4776708
species,76.1508322,11.8261897
species,76.1508508,11.4651159
species,76.1509609,11.7991182
species,76.1516305,11.4740875
species,76.1523462,11.5896227
species,76.1524361,11.3341065
species,76.1524563,11.5634801
species,76.1524708,11.4768225
species,76.1529136,11.7948106
species,76.1530416,11.3894895
species,76.1531687,12.049245
species,76.1533548,11.5230455
species,76.1533573,11.5254845
species,76.1534071,11.3382789
species,76.1535401,11.466546
species,76.1537397,11.5472234
species,76.1539653,11.6648812
species,76.1544444,11.6386111
species,76.1548155,11.8016573
species,76.154886,11.391474
species,76.1549379,11.3896703
species,76.1550379,11.5500825
species,76.1552525,11.5899396
species,76.1556548,11.8322803
species,76.155982,11.2940727
species,76.15611,11.66278
species,76.1562771,11.4676748
species,76.156492,11.5072518
species,76.1568671,11.5490419
species,76.1570388,11.7932142
species,76.1570764,11.8302641
species,76.1572276,11.5924592
species,76.1572883,11.6202911
species,76.1574425,11.6013998
species,76.1574613,11.3931052
species,76.1578033,11.4865617
species,76.1580849,11.7014082
species,76.1584473,11.7871461
species,76.1587789,11.5656721
species,76.1588151,11.3904808
species,76.1588196,11.5473644
species,76.1588413,11.6648149
species,76.1589276,11.7236783
species,76.1591667,11.6772222
species,76.1592113,11.4829706
species,76.1592479,11.4853676
species,76.1594582,11.4384695
species,76.1599187,11.467451
species,76.1599408,11.7166967
species,76.1599761,11.3358329
species,76.1601448,11.7026563
species,76.1602521,11.5819784
species,76.1602736,11.7209905
species,76.1603822,11.3335867
species,76.1604559,11.3389724
species,76.160524,11.5590352
species,76.1605453,11.4973107
species,76.1607265,11.6396549
species,76.160734,12.125003
species,76.1608264,11.7284273
species,76.1609709,11.7260539
species,76.1612748,11.3410963
species,76.1613889,11.6533333
species,76.1616167,11.60981
species,76.1616468,11.829046
species,76.1618283,11.616745
species,76.1619251,11.5625329
species,76.1620357,11.4887469
species,76.1622657,11.5315137
species,76.1624193,11.6429894
species,76.1625303,11.4814987
species,76.1625336,11.4626754
species,76.1625941,11.3431215
species,76.1627197,11.8135881
species,76.1629102,11.6479912
species,76.1629772,11.7023664
species,76.1631708,11.7154008
species,76.1633098,11.7229444
species,76.1635137,11.6445867
species,76.163637,11.6901877
species,76.1636771,11.4851152
species,76.1638999,11.829004
species,76.1639965,11.865167
species,76.1640525,11.3305043
species,76.1641623,11.5817702
species,76.164333,11.4670931
species,76.164357,11.717649
species,76.1649059,11.4815988
species,76.1654609,11.6480228
species,76.1655414,11.5962876
species,76.1659169,11.6924571
species,76.1660779,11.6882336
species,76.1665231,11.8665004
species,76.1665604,11.4662538
species,76.1666433,11.274695
species,76.1666667,11.6166667
species,76.1668693,11.3300789
species,76.1670986,11.6508043
species,76.1673783,11.376947
species,76.1675557,11.5243809
species,76.1676227,11.3278454
species,76.167913,11.5300747
species,76.168052,11.4838308
species,76.1681033,11.3326617
species,76.1685187,11.583699
species,76.1687338,11.6188071
species,76.1688889,11.6502778
species,76.1690337,11.4736727
species,76.1697317,11.6393459
species,76.1701502,11.3297253
species,76.1703357,11.523819
species,76.170404,11.68072
species,76.1705304,11.7132495
species,76.1706591,11.6169282
species,76.171555,11.621895
species,76.171575,11.6193167
species,76.1720293,11.6593336
species,76.1721833,11.32979
species,76.172275,11.681993
species,76.172483,11.7722087
species,76.1729175,11.6862448
species,76.1733281,11.6179503
species,76.1733333,11.6430556
species,76.1733333,11.6683333
species,76.173979,11.4947905
species,76.174103,11.5387719
species,76.1743635,11.5345588
species,76.17455,11.6203133
species,76.175,11.6444444
species,76.1756433,11.4987425
species,76.175911,11.501874
species,76.1760718,11.6185275
species,76.1761641,11.4465246
species,76.176796,11.8619751
species,76.1769777,11.5957686
species,76.1773817,11.443405
species,76.1776294,11.6010931
species,76.1778474,11.7931302
species,76.1781169,11.7901744
species,76.178267,11.5242607
species,76.1792108,11.4998475
species,76.1792446,11.7990806
species,76.1793602,11.6629961
species,76.1794138,11.8466031
species,76.17958,11.4954733
species,76.1801112,11.7949996
species,76.18056,11.67806
species,76.1807764,11.6605374
species,76.1810909,11.8419606
species,76.18114,11.5424117
species,76.1815982,11.7294682
species,76.1816303,11.299602
species,76.1817067,11.500305
species,76.1817945,11.3307504
species,76.1818628,11.618089
species,76.1820865,11.5998453
species,76.1822999,11.7513066
species,76.1823448,11.664517
species,76.182855,11.4945242
species,76.1829114,11.7560333
species,76.1829312,11.3327723
species,76.1829542,11.4969708
species,76.1829543,11.8486611
species,76.1829996,11.586587
species,76.1830616,11.6598859
species,76.1831067,11.6162767
species,76.18333,11.3038617
species,76.183362,11.7951047
species,76.1834478,11.7543107
species,76.1839523,11.2997186
species,76.1841238,11.5641467
species,76.1848534,11.5988241
species,76.1851185,11.5000032
species,76.185989,11.969323
species,76.1861253,11.3458469
species,76.18654,11.69022
species,76.1865767,11.4977683
species,76.1869874,11.5975087
species,76.1871,11.6013
species,76.1873102,11.5706004
species,76.1874425,11.3438168
species,76.187667,11.3031752
species,76.1878252,11.555969
species,76.1878467,11.49568
species,76.1884667,11.497655
species,76.1884913,11.5987861
species,76.18895,11.665261
species,76.1889578,11.7782115
species,76.1889625,11.5250639
species,76.1890829,11.5214697
species,76.1898851,11.651732
species,76.1911631,11.6649511
species,76.1913188,11.3285793
species,76.19146,11.39791
species,76.19167,11.67806
species,76.1920447,11.6569103
species,76.1924601,11.5150978
species,76.1931252,11.7011141
species,76.193428,11.6501068
species,76.1934471,11.5602884
species,76.1936617,11.5571771
species,76.1944539,11.8414608
species,76.19452,11.6454693
species,76.1950933,11.6103671
species,76.1962795,11.6546742
species,76.1976099,11.6191771
species,76.1977836,11.5421468
species,76.1989403,11.5965609
species,76.1992312,11.620603
species,76.1998797,11.8503353
species,76.2002921,11.3564282
species,76.2004603,11.5438495
species,76.200554,11.6896601
species,76.201624,11.5462295
species,76.2024333,11.4432933
species,76.2024886,11.635544
species,76.2029531,11.6106596
species,76.202984,11.606202
species,76.2030503,11.3545175
species,76.2031889,11.8504672
species,76.2033382,11.888026
species,76.2039052,11.8392035
species,76.2040358,11.5407993
species,76.204205,11.3207648
species,76.2042189,11.8488711
species,76.2043047,11.6960292
species,76.2045434,11.6365532
species,76.2047979,11.6030739
species,76.2052488,11.8266097
species,76.2052701,11.6569562
species,76.2055492,11.8462671
species,76.2058027,11.3559204
species,76.2059187,11.5474391
species,76.206075,11.6881075
species,76.206712,11.927835
species,76.2067922,11.8600787
species,76.207291,11.917742
species,76.2073514,11.6085087
species,76.207636,11.6174014
species,76.207695,11.8313142
species,76.2080979,11.4085757
species,76.2082529,11.6904819
species,76.2088309,11.3789609
species,76.2088889,11.6777778
species,76.209366,11.609078
species,76.2096517,11.7492726
species,76.2097083,11.656615
species,76.2097343,11.5476769
species,76.2101183,11.6221758
species,76.2102416,11.4106361
species,76.2103698,11.8817924
species,76.210701,11.5253654
species,76.2107191,11.8009019
species,76.2108738,11.619517
species,76.2111444,11.8717018
species,76.211565,11.921934
species,76.2117195,11.748215
species,76.2117934,11.3779765
species,76.2118068,11.8456466
species,76.2118485,11.751996
species,76.2119581,11.6217797
species,76.2119799,11.5361713
species,76.2119865,11.6572464
species,76.2121317,11.6158029
species,76.2122226,11.7957768
species,76.21241,11.918323
species,76.2128317,11.5495702
species,76.2128706,11.5429255
species,76.2129099,11.6257296
species,76.2129843,11.629275
species,76.2133116,11.3768234
species,76.2133464,11.5328225
species,76.2136103,11.5468789
species,76.213698,11.538807
species,76.2139955,11.5409939
species,76.2140941,11.4089181
species,76.2143898,11.755025
species,76.2150868,11.5496877
species,76.215502,11.55834
species,76.2157705,11.8930857
species,76.2159777,11.6694685
species,76.2160412,11.8440643
species,76.2161949,11.3757328
species,76.2185868,11.5320369
species,76.2192234,11.515289
species,76.2192879,11.5233871
species,76.2193036,11.6715279
species,76.2194853,11.6929293
species,76.2196866,11.7536278
species,76.219969,11.5199541
species,76.2203222,11.527898
species,76.220475,11.5376975
species,76.221209,11.913761
species,76.2217283,11.6488739
species,76.2218709,11.5263563
species,76.2220411,11.8995031
species,76.2222702,11.5132027
species,76.222533,11.642985
species,76.222741,11.911509
species,76.2233752,11.6546342
species,76.2234396,11.5614453
species,76.2243354,11.3781027
species,76.2245912,11.7540875
species,76.224668,11.3802904
species,76.224705,11.6423317
species,76.2248298,11.5216928
species,76.2248994,11.5596315
species,76.2249338,11.8813162
species,76.225254,11.909496
species,76.22535,11.829816
species,76.225596,11.538799
species,76.2274404,11.908996
species,76.2278495,11.7828777
species,76.22992,11.911792
species,76.2302252,11.6272113
species,76.2310388,11.65226
species,76.231041,11.4790153
species,76.2311911,11.7837328
species,76.2313414,11.5465506
species,76.2314079,11.5980696
species,76.2315178,11.5893779
species,76.2325467,11.7701995
species,76.2325888,11.6973856
species,76.2326661,11.6227747
species,76.2331116,11.5929441
species,76.2331247,11.8816889
species,76.2333476,11.4219638
species,76.233573,11.584138
species,76.2336588,11.7360334
species,76.2339767,11.6272733
species,76.2340858,11.5911724
species,76.2344611,11.6979513
species,76.2352252,11.76994
species,76.2353218,11.7680284
species,76.2354586,11.625866
species,76.2355965,11.668528
species,76.2360865,11.6617075
species,76.2361264,11.7387225
species,76.2363541,11.4486579
species,76.236364,11.6985127
species,76.2367945,11.8576033
species,76.2369853,11.5449579
species,76.2377293,11.4212893
species,76.2379189,11.783745
species,76.2382309,11.7354157
species,76.2382698,11.4507831
species,76.2384778,11.771944
species,76.2387013,11.760739
species,76.2390397,11.7394877
species,76.2391219,11.5972136
species,76.2392713,11.7478303
species,76.2393932,11.5283286
species,76.23942,10.60178
species,76.2398587,11.7341776
species,76.2400646,11.6353594
species,76.2403107,11.6715167
species,76.241105,11.6592927
species,76.2412724,11.7497997
species,76.2414747,10.603466
species,76.2423536,11.7008563
species,76.2424253,10.6014495
species,76.2431002,11.7405713
species,76.2445,11.7108
species,76.2445965,10.5997559
species,76.244881,11.6704294
species,76.2454223,10.6036307
species,76.2461042,11.6718221
species,76.2466,11.6776
species,76.2468939,11.7706511
species,76.2479934,11.6652961
species,76.248765,11.7385545
species,76.2490174,11.668466
species,76.2495208,11.650706
species,76.2500517,11.7585717
species,76.2506942,11.660307
species,76.250739,11.848705
species,76.2509408,11.4078937
species,76.2511253,11.6676501
species,76.2513517,11.6767557
species,76.2516304,11.7725035
species,76.2519055,11.5698508
species,76.2523116,11.6695066
species,76.2523699,11.5879217
species,76.2526069,11.6113876
species,76.252907,11.635133
species,76.2530266,11.6674566
species,76.2530817,11.68838
species,76.2533346,10.6023285
species,76.2535678,11.679304
species,76.2538699,11.7741
species,76.2540436,11.6717535
species,76.2542796,11.7338484
species,76.2545187,11.6754946
species,76.2545558,11.5852643
species,76.2547384,11.6375449
species,76.2552023,11.6644559
species,76.2552452,11.5873639
species,76.25567,11.76292
species,76.2558031,10.5752922
species,76.255953,11.662419
species,76.2559587,11.6733653
species,76.2562523,10.5671861
species,76.2569189,11.6050401
species,76.2569804,11.7379908
species,76.257174,11.693506
species,76.2571764,11.6540858
species,76.2573051,11.7860305
species,76.2574463,11.6404309
species,76.2574887,11.5794371
species,76.2578958,11.673687
species,76.2584853,11.7368738
species,76.2585282,11.735025
species,76.2589078,11.4160964
species,76.2589359,11.6516059
species,76.2591348,11.7752993
species,76.259184,11.6720139
species,76.259522,11.6769656
species,76.2595558,11.6637021
species,76.2598801,10.5763891
species,76.2600088,11.6462147
species,76.26042,11.70833
species,76.260438,11.7925001
species,76.2606897,11.7157351
species,76.2621546,11.6641806
species,76.2628788,11.6059355
species,76.2628955,11.665884
species,76.26297,11.5769068
species,76.263218,11.811575
species,76.2637068,11.7134365
species,76.2638819,11.4175898
species,76.2641503,11.8078113
species,76.2641931,11.7111575
species,76.2646437,11.6082994
species,76.2650207,11.515487
species,76.2651583,10.5603348
species,76.2661242,11.714099
species,76.26661,11.78183
species,76.2671532,11.7883867
species,76.2672873,11.5256135
species,76.2674125,11.6044218
species,76.267523,11.786157
species,76.267793,11.663163
species,76.2680286,11.4203739
species,76.268145,11.8068922
species,76.2686305,11.5177134
species,76.2691497,10.5731078
species,76.2716455,11.8089678
species,76.2717193,11.4253789
species,76.2726993,10.556376
species,76.2730551,11.7504032
species,76.2733126,11.7449411
species,76.2734074,11.6771033
species,76.273946,11.8109979
species,76.2743811,11.6698777
species,76.2750506,11.7531917
species,76.2751365,11.7458389
species,76.275367,11.6613245
species,76.275399,11.807057
species,76.2755276,10.5546614
species,76.2757541,11.8092343
species,76.2761986,11.4003999
species,76.2765269,10.5527652
species,76.2771352,10.6486129
species,76.2775981,10.5565649
species,76.2779245,11.8084547
species,76.2780333,11.4023772
species,76.2788916,10.6372423
species,76.279391,11.670608
species,76.2799488,10.5610198
species,76.2803507,10.5516402
species,76.281009,10.6474155
species,76.2816261,11.7250439
species,76.2818742,10.5592455
species,76.2820029,11.7311592
species,76.2823422,10.5517236
species,76.2826681,10.5546469
species,76.2834896,11.8013903
species,76.2838969,11.6566073
species,76.2841544,10.5491281
species,76.2842131,10.5532125
species,76.2844722,10.551226
species,76.2850987,11.7331747
species,76.2858656,11.7980597
species,76.2859495,10.5896274
species,76.2859511,11.7147293
species,76.2859994,11.6947408
species,76.2861013,11.7562014
species,76.2861218,10.5479296
species,76.2861443,10.5609956
species,76.2861684,10.5499849
species,76.2864683,10.5579537
species,76.2873233,10.552185
species,76.2874746,11.6964914
species,76.2880325,11.7008678
species,76.2881613,10.5492997
species,76.2885519,10.6570191
species,76.28859,11.676741
species,76.2886933,10.554445
species,76.2890076,10.5509526
species,76.2891318,11.7944211
species,76.289379,10.5474746
species,76.2893924,10.5598025
species,76.2899637,11.6495464
species,76.2901867,11.7220117
species,76.2902297,10.5713168
species,76.2903134,10.5581641
species,76.2904358,11.7611591
species,76.2905592,10.556377
species,76.2908557,11.7511003
species,76.2908941,10.5612982
species,76.2916667,10.6458334
species,76.2917975,10.545364
species,76.2934399,10.5571782
species,76.2937081,10.545555
species,76.2938046,10.5482024
species,76.2940921,11.6481718
species,76.2944913,10.5513561
species,76.294609,10.553377
species,76.2947501,10.6853681
species,76.2961435,11.5910326
species,76.2963368,10.5514215
species,76.296865,10.645202
species,76.2972164,10.5772173
species,76.2972979,11.7700917
species,76.2985039,11.6547162
species,76.2985468,11.6096558
species,76.2989649,11.5898518
species,76.2990467,10.6479596
species,76.2992316,11.7698149
species,76.299885,10.5530242
species,76.3007874,11.7517737
species,76.3011,11.7569
species,76.30117,10.6414284
species,76.3013459,11.6390292
species,76.3014344,11.7051738
species,76.3020551,11.6564605
species,76.3026415,10.5646621
species,76.3026921,11.7066014
species,76.3030647,10.5780957
species,76.30314,10.635729
species,76.3033152,11.7536264
species,76.3038898,10.6537334
species,76.304965,10.5788581
species,76.3050141,10.6355238
species,76.305027,11.4281201
species,76.3053,11.5511
species,76.3054991,11.4317894
species,76.3057566,11.6090253
species,76.3058424,11.6766133
species,76.3061425,10.6333608
species,76.3067651,10.6369049
species,76.306926,10.6392458
species,76.3070056,10.5991611
species,76.3071582,10.5774754
species,76.3072871,10.551029
species,76.3080955,11.4284956
species,76.3081586,10.5809887
species,76.3087177,10.5706784
species,76.309174,10.572909
species,76.3091745,10.5514187
species,76.3094308,11.5050717
species,76.3096082,11.4271331
species,76.3096597,10.5544857
species,76.3101356,10.577244
species,76.3134669,10.5537612
species,76.3138474,11.5759511
species,76.31464,11.5884682
species,76.315,10.6333333
species,76.3151779,11.6698932
species,76.3158202,10.6069949
species,76.3163017,11.1715534
species,76.3163191,10.5553958
species,76.3174188,10.5584861
species,76.3175797,10.5654893
species,76.31821,10.55415
species,76.3182342,11.0881736
species,76.3182677,11.1691352
species,76.319073,10.555901
species,76.3190867,11.65997
species,76.319383,11.665683
species,76.3197899,11.7065771
species,76.3210998,11.5859014
species,76.3212061,11.5880057
species,76.3221449,10.5364311
species,76.3229629,10.5565296
species,76.323,10.583
species,76.3230792,11.505213
species,76.3246971,10.6595216
species,76.3248836,10.5629531
species,76.3250256,11.6051578
species,76.3258782,11.0914625
species,76.326309,11.705803
species,76.3264084,10.5433939
species,76.3266463,11.4257554
species,76.3272089,11.4040809
species,76.3272222,11.7080556
species,76.3273001,10.5950615
species,76.3275758,10.569404
species,76.3278526,10.5470372
species,76.3280894,10.5563456
species,76.3281369,11.6078482
species,76.328194,11.5044
species,76.32833,10.6266133
species,76.32859,11.703566
species,76.3285915,11.4185596
species,76.3290381,10.6501063
species,76.32975,11.722059
species,76.329963,11.22578
species,76.330276,11.720275
species,76.330345,11.726384
species,76.3304355,10.5441251
species,76.33094,11.713317
species,76.331022,11.6587317
species,76.331223,11.727972
species,76.3312805,11.6633954
species,76.3313469,11.2227701
species,76.3314562,11.5064535
species,76.33165,11.730757
species,76.3318491,10.6558
